benchmarks,1,2,4,8,16,32
mandelbrot,,72.93791531,92.84508727,95.87499232,97.06510258,98.86745318
spmv-arrowhead,,89.31939419,89.90745165,98.16756224,99.2461552,100
spmv-powerlaw,,75.9894679,91.12520206,94.55813488,99.00678254,99.15009916
spmv-random,,51.61032414,75.62084602,99.25846359,99.98840396,99.98901428
plus-reduce-array,,99.96948913,99.9755913,99.98657522,99.99877957,100
srad,,68.59092109,86.13116917,98.80153075,99.74294009,99.9939298
kmeans,,99.67375837,99.71391913,99.42876751,99.1511832,99.41877714
